id,subject,body,label,category
3462,배준혁님 500만원 즉시 대출 가능합니다,"한서준님 안녕하세요.

저희 금융나라 대출 서비스를 이용해 보세요.
최대 100만원까지 당일 지급 가능합니다.

✔ 금리: 연 7.9%
✔ 한도: 최대 100만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://go.kr-event.net/win

수신거부: 080-893-1053",spam,대출/금융
3463,무직자/주부도 가능! 300만원 당일 대출,"【OK캐피탈】 권태양님 전용 대출 상품 안내

현재 보유하신 신용점수로 3000만원 즉시 대출 가능합니다.

- 최저금리 4.2%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://loan-quick.xyz/apply",spam,대출/금융
3464,신용등급 상관없이 300만원 대출 승인!,"【이벤트나라】 이서연님 전용 대출 상품 안내

현재 보유하신 신용점수로 2000만원 즉시 대출 가능합니다.

- 최저금리 3.1%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://prize-win.info/claim",spam,대출/금융
3465,윤도현님 에어팟 Pro 당첨 확인 바랍니다,"문지아님, 특별히 선발되셨습니다!

스마트론에서 다이슨 청소기를 무료로 드립니다.
단, 2024년 06월 13일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://go.kr-event.net/win

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
3466,2024년 03월 25일 마감 — 발표자료 제출 안내,"안녕하세요, 김민준님.

고객 분석 프로젝트 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 01월 13일까지 피드백 부탁드립니다.

감사합니다.
이대리 드림",ham,업무
3467,12월 유튜브 프리미엄 구독 결제 완료,"임나연님, 결제가 완료되었습니다.

주문번호: ORD20014327
상품명: 건강기능식품
결제금액: 3000원
결제일시: 2024년 02월 29일

이용해 주셔서 감사합니다.
빠른대출 드림",ham,청구서/영수증
3468,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 OK캐피탈 카지노에 가입하시면 500만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 500만원 지급

▶ 가입하기: http://tinyurl.com/spam123",spam,도박
3469,Re: 지난번 말씀하신 건 관련해서요,"안녕하세요, 윤도현님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3470,[광고] 화장품 세트 최대 4.4% 할인 — 오늘만,"안녕하세요, 스마트론입니다.

이번 주말까지 명품 가방 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://casino-vip.top/join

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
3471,나이트 알바 구인 일당 3000만원,"안녕하세요!

재택으로 하루 3000만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://go.kr-event.net/win",spam,성인/불법
3472,다음 주 약속 어떠세요?,"안녕하세요, 최수아님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3473,[중요] 개인정보 처리방침 변경 안내,"안녕하세요, 최수아님.

멜론의 이용약관이 2024년 11월 23일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3474,전문가 픽! 이번 주 급등 예상 종목,"송현우님 안녕하세요.

저희 머니플러스 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 에코프로
📊 목표가: 50원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://tinyurl.com/spam123

※ 투자는 본인 책임입니다.",spam,투자/주식
3475,자료 공유드립니다,"윤도현님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
3476,비밀 만남 주선 — 지금 가입하면 무료,"안녕하세요!

재택으로 하루 1000만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://prize-win.info/claim",spam,성인/불법
3477,해외 합법 카지노 VIP 초대,"류채원님 안녕하세요.

저희 빠른대출의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 5.9% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://bit.ly/3xK9p2m",spam,도박
3478,지금 구매 시 건강기능식품 1+1 증정,"배준혁님 안녕하세요.

저희 스마트론에서 화장품 세트를 특가로 제공합니다!

✔ 정가: 250원
✔ 특가: 200원 (6.2% 할인)
✔ 기간: 2024년 01월 10일까지

▶ 구매하기: http://go.kr-event.net/win

수신거부: http://go.kr-event.net/win/unsubscribe",spam,광고/마케팅
3479,배송 완료 안내 — 건강기능식품,"강하은님의 블루투스 이어폰 주문이 확인되었습니다.

주문 정보:
주문번호: ORD81424222
결제금액: 3000원
배송지: 서울시 강남구 653번지
예상 배송일: 2024년 04월 05일

문의사항은 1:1 채팅으로 연락 주세요.
톱광고 고객센터",ham,배송/쇼핑
3480,이번 주 핀테크 트렌드 정리,"금융나라 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- GPT-5 출시 예고, AI 업계 지각변동 예상
- 국내 스타트업 투자 동향 — 3월 결산
- 디자인 트렌드 2024년 키워드 분석

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
3481,[연세대학교] 3월 학사 일정 안내,"안녕하세요, 김민준님.

연세대학교 학사지원팀입니다.

2월 학사 일정을 안내드립니다.

- QA 테스트: 2024년 02월 13일
- 배포 준비: 2024년 02월 13일
- QA 테스트: 2024년 02월 13일

자세한 사항은 학교 홈페이지를 참고해 주세요.

연세대학교 드림",ham,학교/교육
3482,경제학원론 과제 제출 안내 — 2024년 11월 21일까지,"안녕하세요, 김민준님.

서울대학교 학사지원팀입니다.

7월 학사 일정을 안내드립니다.

- QA 테스트: 2024년 10월 12일
- 문서화: 2024년 10월 12일
- 요구사항 분석 완료: 2024년 10월 12일

자세한 사항은 학교 홈페이지를 참고해 주세요.

서울대학교 드림",ham,학교/교육
3483,수강신청 안내 — 1학기,"이서연님,

경제학원론 과제 제출 기한이 2024년 08월 31일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
3484,재택 고수익 알바 모집 — 하루 300만원,"윤도현님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://go.kr-event.net/win

성인인증 후 이용 가능합니다.",spam,성인/불법
3485,[비밀] 한서준님에게 메시지가 도착했습니다,"안녕하세요!

재택으로 하루 3000만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://go.kr-event.net/win",spam,성인/불법
3486,[특가] 명품 가방 500원에 드립니다,"안녕하세요, 이벤트나라입니다.

이번 주말까지 명품 가방 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://bit.ly/3xK9p2m

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
3487,배송 완료 안내 — 홍삼 세트,"안녕하세요, 임나연님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD26179571
- 상품명: 태블릿
- 택배사: CJ대한통운
- 운송장번호: 331389419977

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
3488,멜론 서비스 업데이트 안내 (v2.0.6),"안녕하세요, 배준혁님.

멜론의 이용약관이 2024년 08월 17일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3489,[OK캐피탈] 3월 이용요금 청구 안내,"윤도현님, 결제가 완료되었습니다.

주문번호: ORD31816119
상품명: 화장품 세트
결제금액: 2000원
결제일시: 2024년 09월 02일

이용해 주셔서 감사합니다.
빠른대출 드림",ham,청구서/영수증
3490,Re: 글로벌 확장 TF 수정 사항 반영 건,"강하은 님,

안녕하세요.

내일 12:30에 앱 리뉴얼 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 판교 오피스 3층
안건: 앱 리뉴얼 진행 방향 논의

감사합니다.
정사원",ham,업무
3491,[배송추적] 노트북 배송 현황,"박지호님의 노트북 주문이 확인되었습니다.

주문 정보:
주문번호: ORD43597232
결제금액: 100원
배송지: 부산시 해운대구 302번지
예상 배송일: 2024년 09월 13일

문의사항은 1:1 채팅으로 연락 주세요.
OK캐피탈 고객센터",ham,배송/쇼핑
3492,내일 상한가 확실한 종목 공개합니다,"【긴급 투자 정보】

삼성바이오 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 1000원
- 목표가: 1603원 (+4.9%)

지금 바로 확인하세요: http://tinyurl.com/spam123",spam,투자/주식
3493,[비밀] 배준혁님에게 메시지가 도착했습니다,"권태양님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://casino-vip.top/join

성인인증 후 이용 가능합니다.",spam,성인/불법
3494,신용불량자도 OK! 비대면 3000만원 대출,"【머니플러스】 송현우님 전용 대출 상품 안내

현재 보유하신 신용점수로 50만원 즉시 대출 가능합니다.

- 최저금리 7.8%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://tinyurl.com/spam123",spam,대출/금융
3495,한서준님 50만원 즉시 대출 가능합니다,"안녕하세요, OK캐피탈입니다.

김민준님의 신용점수를 조회한 결과,
300만원 대출이 가능하십니다.

지금 신청하시면 5.8% 특별금리 적용!

☎ 상담전화: 0942-2352
▶ 신청링크: http://loan-quick.xyz/apply",spam,대출/금융
3496,자료 공유드립니다,"안녕하세요!

생일 파티와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
3497,오늘만! 선착순 497명 다이슨 청소기 100% 증정,"【무료증정】스타벅스 상품권 5만원 당첨 안내

안녕하세요 신민서님,
이번 달 빠른대출 이벤트 당첨자로 선정되셨습니다!

상품: 스타벅스 상품권 5만원
발송일: 2024년 06월 23일

수령을 원하시면 클릭해 주세요: http://loan-quick.xyz/apply",spam,당첨/이벤트
3498,[건강보험공단] 미납 보험료 납부 안내,"김민준님께

국세청에서 알려드립니다.

귀하의 세금 환급금 50원이 미처리 상태입니다.
아래 링크에서 계좌를 등록하시면 3영업일 내 입금됩니다.

▶ 환급 신청: http://tinyurl.com/spam123

문의: 국세청 고객센터 126",spam,피싱/사칭
3499,[무료] 크래프톤 종목 매수 타이밍 알림,"배준혁님 안녕하세요.

저희 럭키카지노 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 하이브
📊 목표가: 300원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://go.kr-event.net/win

※ 투자는 본인 책임입니다.",spam,투자/주식
3500,Re: 지난번 말씀하신 건 관련해서요,"권태양님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
3501,[빠른대출] 주문하신 상품이 발송되었습니다,"안녕하세요, 정우진님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD16418554
- 상품명: 패딩 점퍼
- 택배사: CJ대한통운
- 운송장번호: 970609654299

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
3502,럭키카지노 주간 업데이트 — AI/머신러닝,"빠른대출 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 국내 스타트업 투자 동향 — 2월 결산
- 블록체인 기술 실용화 사례 모음
- GPT-5 출시 예고, AI 업계 지각변동 예상

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
3503,스포츠 토토 8.1% 적중률 보장,"정우진님 안녕하세요.

저희 금융나라의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 9.8% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://loan-quick.xyz/apply",spam,도박
3504,[공지] 4월 정기 시스템 점검 안내,"안녕하세요, 오지은님.

쿠팡로켓와우의 이용약관이 2024년 03월 07일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3505,[럭키카지노 뉴스레터] 4월 4주차 소식,"안녕하세요, 문지아님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. 디자인 트렌드 2024년 키워드 분석
2. 블록체인 기술 실용화 사례 모음
3. 마케팅 자동화 도구 비교 분석

더 자세한 내용은 홈페이지에서 확인하세요.

이벤트나라 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
3506,배송 완료 안내 — 노트북,"박지호님의 노트북 주문이 확인되었습니다.

주문 정보:
주문번호: ORD29478865
결제금액: 100원
배송지: 부산시 해운대구 183번지
예상 배송일: 2024년 05월 18일

문의사항은 1:1 채팅으로 연락 주세요.
이벤트나라 고객센터",ham,배송/쇼핑
3507,금리 2.6% 최저금리 대환대출 안내,"【톱광고】 이서연님 전용 대출 상품 안내

현재 보유하신 신용점수로 100만원 즉시 대출 가능합니다.

- 최저금리 9.0%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://bit.ly/3xK9p2m",spam,대출/금융
3508,윤도현님만을 위한 VIP 투자 정보,"안녕하세요!

매달 안정적으로 100만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 스타벅스 상품권 5만원 받아가세요.
▶ http://casino-vip.top/join

수신거부 http://casino-vip.top/join/unsubscribe",spam,투자/주식
3509,고객 분석 프로젝트 진행 현황 공유,"안녕하세요.

앱 리뉴얼 진행 현황을 공유드립니다.

- 완료: 요구사항 분석 완료
- 진행 중: UI 목업 작성
- 예정: 요구사항 분석 완료

문의 사항 있으시면 말씀해 주세요.

정사원 올림",ham,업무
3510,[배송추적] 스마트워치 배송 현황,"배준혁님의 패딩 점퍼 주문이 확인되었습니다.

주문 정보:
주문번호: ORD11818788
결제금액: 300원
배송지: 경기도 성남시 150번지
예상 배송일: 2024년 06월 11일

문의사항은 1:1 채팅으로 연락 주세요.
럭키카지노 고객센터",ham,배송/쇼핑
3511,2024년 05월 18일 마감 — 결과물 제출 안내,"안녕하세요.

고객 분석 프로젝트 진행 현황을 공유드립니다.

- 완료: 문서화
- 진행 중: UI 목업 작성
- 예정: API 개발

문의 사항 있으시면 말씀해 주세요.

김팀장 올림",ham,업무
3512,[무료] 크래프톤 종목 매수 타이밍 알림,"【긴급 투자 정보】

삼성바이오 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 50원
- 목표가: 75원 (+7.8%)

지금 바로 확인하세요: http://loan-quick.xyz/apply",spam,투자/주식
3513,[금감원] 명의도용 피해 확인 요청,"안녕하세요.

[건강보험공단] 안내말씀 드립니다.

2024년 보험료 1000원이 미납 상태입니다.
납부하지 않으실 경우 불이익이 발생할 수 있습니다.

▶ 즉시 납부: http://casino-vip.top/join",spam,피싱/사칭
3514,[광고] 운동화 최대 9.3% 할인 — 오늘만,"안녕하세요, 럭키카지노입니다.

이번 주말까지 건강기능식품 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://loan-quick.xyz/apply

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
3515,신용등급 상관없이 300만원 대출 승인!,"안녕하세요, 베스트주식입니다.

이서연님의 신용점수를 조회한 결과,
100만원 대출이 가능하십니다.

지금 신청하시면 5.9% 특별금리 적용!

☎ 상담전화: 0261-1426
▶ 신청링크: http://loan-quick.xyz/apply",spam,대출/금융
3516,홍삼 세트 주문 확인 안내,"김민준님의 스마트워치 주문이 확인되었습니다.

주문 정보:
주문번호: ORD86972852
결제금액: 3000원
배송지: 경기도 성남시 601번지
예상 배송일: 2024년 11월 20일

문의사항은 1:1 채팅으로 연락 주세요.
베스트주식 고객센터",ham,배송/쇼핑
3517,동창회 관련해서 연락드려요,"안녕하세요!

생일 파티와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
3518,수강신청 안내 — 2학기,"안녕하세요, 임나연님.

한양대학교 학사지원팀입니다.

5월 학사 일정을 안내드립니다.

- API 개발: 2024년 06월 05일
- 요구사항 분석 완료: 2024년 06월 05일
- 문서화: 2024년 06월 05일

자세한 사항은 학교 홈페이지를 참고해 주세요.

한양대학교 드림",ham,학교/교육
3519,윤도현님만을 위한 VIP 투자 정보,"오지은님 안녕하세요.

저희 톱광고 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 하이브
📊 목표가: 200원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://casino-vip.top/join

※ 투자는 본인 책임입니다.",spam,투자/주식
3520,축하합니다! 아이패드 Pro 무료 증정 이벤트 당첨,"【무료증정】네스프레소 머신 당첨 안내

안녕하세요 박지호님,
이번 달 머니플러스 이벤트 당첨자로 선정되셨습니다!

상품: 네스프레소 머신
발송일: 2024년 06월 26일

수령을 원하시면 클릭해 주세요: http://loan-quick.xyz/apply",spam,당첨/이벤트
3521,[공지] 2월 정기 시스템 점검 안내,"안녕하세요.

카카오페이 운영팀입니다.

9월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 11월 23일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

카카오페이 운영팀 드림",ham,공지/안내
3522,신용등급 상관없이 100만원 대출 승인!,"【빠른대출】 배준혁님 전용 대출 상품 안내

현재 보유하신 신용점수로 3000만원 즉시 대출 가능합니다.

- 최저금리 5.6%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://go.kr-event.net/win",spam,대출/금융
3523,데이터베이스 과제 제출 안내 — 2024년 05월 22일까지,"김민준님,

알고리즘 과제 제출 기한이 2024년 01월 30일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
3524,내일 11:00 회의 일정 확인 부탁드립니다,"안녕하세요.

연간 보고서 진행 현황을 공유드립니다.

- 완료: 요구사항 분석 완료
- 진행 중: API 개발
- 예정: 배포 준비

문의 사항 있으시면 말씀해 주세요.

이대리 올림",ham,업무
3525,[안내] 멜론 이용 약관 개정 안내,"안녕하세요, 박지호님.

멜론의 이용약관이 2024년 07월 18일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3526,[공지] 사무실 신년 모임 안내,"안녕하세요.

넷플릭스 운영팀입니다.

8월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 11월 25일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

넷플릭스 운영팀 드림",ham,공지/안내
3527,코인 자동매매로 하루 6.8% 수익 실현,"안녕하세요!

매달 안정적으로 300만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 닌텐도 스위치 받아가세요.
▶ http://tinyurl.com/spam123

수신거부 http://tinyurl.com/spam123/unsubscribe",spam,투자/주식
3528,[영수증] 화장품 세트 구매 확인,"박지호님, 결제가 완료되었습니다.

주문번호: ORD46692690
상품명: 패딩 점퍼
결제금액: 1000원
결제일시: 2024년 02월 21일

이용해 주셔서 감사합니다.
이벤트나라 드림",ham,청구서/영수증
3529,[안내] 토스 이용 약관 개정 안내,"안녕하세요, 오지은님.

넷플릭스의 이용약관이 2024년 09월 02일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3530,금주 업무 보고 드립니다,"안녕하세요, 권태양님.

글로벌 확장 TF 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 07월 01일까지 피드백 부탁드립니다.

감사합니다.
강매니저 드림",ham,업무
3531,[OK캐피탈] 4월 이용요금 청구 안내,"송현우님, 결제가 완료되었습니다.

주문번호: ORD21160687
상품명: 태블릿
결제금액: 300원
결제일시: 2024년 10월 12일

이용해 주셔서 감사합니다.
럭키카지노 드림",ham,청구서/영수증
3532,[베스트주식] 이커머스 관련 최신 아티클 모음,"안녕하세요, 윤도현님!

이번 주 이커머스 분야에서 주목할 만한 소식을 정리했습니다.

1. 국내 스타트업 투자 동향 — 1월 결산
2. 디자인 트렌드 2024년 키워드 분석
3. 리모트워크 생산성 향상 방법론

더 자세한 내용은 홈페이지에서 확인하세요.

럭키카지노 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
3533,Re: 지난번 말씀하신 건 관련해서요,"안녕하세요, 김민준님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3534,"안녕하세요, 오랜만이에요","오지은님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
3535,[배송추적] 블루투스 이어폰 배송 현황,"배준혁님의 패딩 점퍼 주문이 확인되었습니다.

주문 정보:
주문번호: ORD77339969
결제금액: 50원
배송지: 경기도 성남시 562번지
예상 배송일: 2024년 07월 11일

문의사항은 1:1 채팅으로 연락 주세요.
코인킹 고객센터",ham,배송/쇼핑
3536,[중요] 개인정보 처리방침 변경 안내,"안녕하세요, 최수아님.

카카오페이의 이용약관이 2024년 04월 02일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
3537,블루투스 이어폰 공동구매 마감 임박!,"안녕하세요, 빠른대출입니다.

이번 주말까지 화장품 세트 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://tinyurl.com/spam123

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
3538,자료 공유드립니다,"안녕하세요!

팀 워크숍와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
3539,[무료] 에코프로 종목 매수 타이밍 알림,"【긴급 투자 정보】

삼성바이오 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 300원
- 목표가: 381원 (+7.1%)

지금 바로 확인하세요: http://tinyurl.com/spam123",spam,투자/주식
3540,다음 주 약속 어떠세요?,"권태양님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
3541,[당첨] 임나연님이 백화점 상품권 10만원 이벤트에 당첨되었습니다!,"【무료증정】닌텐도 스위치 당첨 안내

안녕하세요 권태양님,
이번 달 머니플러스 이벤트 당첨자로 선정되셨습니다!

상품: 닌텐도 스위치
발송일: 2024년 11월 28일

수령을 원하시면 클릭해 주세요: http://prize-win.info/claim",spam,당첨/이벤트
3542,다음 주 약속 어떠세요?,"안녕하세요, 권태양님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3543,[건강보험공단] 미납 보험료 납부 안내,"안녕하세요, 문지아님.

[카카오 고객센터]

회원님의 계정에서 비정상적인 접속이 감지되었습니다.
보안을 위해 즉시 아래 링크에서 본인인증을 해주세요.

▶ 본인인증 링크: http://bit.ly/3xK9p2m

24시간 내 인증하지 않으면 계정이 잠금 처리됩니다.",spam,피싱/사칭
3544,해외 합법 카지노 VIP 초대,"송현우님 안녕하세요.

저희 OK캐피탈의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 9.2% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://casino-vip.top/join",spam,도박
3545,[이벤트나라] 주문하신 상품이 발송되었습니다,"안녕하세요, 신민서님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD67588482
- 상품명: 운동화
- 택배사: CJ대한통운
- 운송장번호: 251411019461

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
3546,동창회 관련해서 연락드려요,"안녕하세요, 임나연님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3547,합법 카지노 가입 시 3000만원 보너스 지급,"최수아님 안녕하세요.

저희 베스트주식의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 6.4% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://tinyurl.com/spam123",spam,도박
3548,Re: 지난번 말씀하신 건 관련해서요,"안녕하세요, 김민준님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
3549,운동화 주문 확인 안내,"안녕하세요, 박지호님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD16152786
- 상품명: 블루투스 이어폰
- 택배사: CJ대한통운
- 운송장번호: 288392650116

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
3550,재택 고수익 알바 모집 — 하루 100만원,"강하은님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://loan-quick.xyz/apply

성인인증 후 이용 가능합니다.",spam,성인/불법
3551,코인 자동매매로 하루 7.9% 수익 실현,"【긴급 투자 정보】

삼성바이오 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 300원
- 목표가: 514원 (+7.7%)

지금 바로 확인하세요: http://casino-vip.top/join",spam,투자/주식
3552,[영수증] 패딩 점퍼 구매 확인,"권태양님, 결제가 완료되었습니다.

주문번호: ORD21629856
상품명: 홍삼 세트
결제금액: 50원
결제일시: 2024년 12월 26일

이용해 주셔서 감사합니다.
금융나라 드림",ham,청구서/영수증
3553,[광고] 블루투스 이어폰 최대 7.6% 할인 — 오늘만,"류채원님 안녕하세요.

저희 머니플러스에서 화장품 세트를 특가로 제공합니다!

✔ 정가: 61원
✔ 특가: 50원 (7.6% 할인)
✔ 기간: 2024년 08월 18일까지

▶ 구매하기: http://casino-vip.top/join

수신거부: http://casino-vip.top/join/unsubscribe",spam,광고/마케팅
3554,[영수증] 화장품 세트 구매 확인,"안녕하세요, 강하은님.

1월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 멜론
- 청구금액: 500원
- 납부기한: 2024년 10월 10일
- 납부방법: 자동이체

문의사항은 고객센터(1588-266-3216)로 연락 주세요.

감사합니다, 스마트론",ham,청구서/영수증
